"The man was a liar and he was rude ",Untrustworthy\Mistrust,Unprofessional employees
Mechanic did not verbally tell me that my oil was leaking therefore by the time I arrived home the oil was completely done and had to go to servicd center to get issue fixed,Poor customer service
The dip stick at the rear differential was pulled to check level and not replaced resulting in fluid leak in the engine compartment and on to the catalytic converter causing the fluid to burn and produce a large amount of smoking,Oil or filter not actually replaced
The customer in front of me had their car leaking oil after the oil change was done (poor quality service) and this made the customers behind that customer wait a longer time,Poor customer service,Service took too long
Apparently Jiffy lube is unable to add Transmisdion Fluid to my car a 2007 Chevy Cobalt and over the last 5 or more years have stated that all of my fluids were topped off,Misinformation about car/service needs given to customer
They did not hook up my air intake hose after replacing my air filter and broke the mount on the air filter cap,Interior/Exterior car damage
I will take my car to the dealer,Competition-prefer dealer
The price,Price too high
They were pushing upgrade service other than advertised one,Overselling-Pressure to buy
Way to expensive for synthetic,Price too high
Didnt know there was a problem until I got home and read the notes on my invoice,Poor customer service
"For the signature oil changes, they say the top off all your fluids and vacuum your vehicle - the past 2 times I have left there my fluids were not topped off - windshield washer fluid, etc my lights have popped on saying they are low - 2 days later and my car is never vacuumed when I leave there","Fluids not topped off (ie engine coolant, washer fluid)",Vacuuming not done propertly,"Oil service light not reset "
Too expensive,Price too high
Poor customer service,Poor customer service
oil leaking from plug and frame,Oil cap issue
"I got the wrong timing estimate from 3 different people, including the manager",Service took too long
Wait time was longer than what is normal for competitors,Service took too long
Wrong oil type out in initially,Incorrect oil type used
Cost,Price too high
"After leaving Jiffy Lube, neither of my headlights worked",Poor customer service
"The experience from the time I got there was unfriendly, He only vacuumed on side and then I thought oil changes were 21.99 and it was double that",Vacuuming not done propertly,Price too high
"Promised vacuuming services were not given, and I was rushed away before I could inspect the car",Vacuuming not done propertly
The jiffy lube location had dirty bathrooms,Customer lounge atmosphere
my truck was leaking oil after service,Poor customer service
My oil change was done sloppy to quick they always give me good service but this time they didnt explain to me when is my next oil change or applied a sticker with my mileage,Window sticker -service reminder not replaced
They did not vacuum my car as they said and indicated on my work order,Vacuuming not done propertly
I have another mechanic for non-routine work that I can't do myself,Competition-prefer local mechanic
The cost of an oil change and tire rotation is more than double the price of a package my dealership service department offers,Competition-prefer dealer,Price too high
Its to expensive,Price too high
"I went for Top of today, and the manager today 8/22/2016 at the New Hampshire Abe location told me that I will have to pay for the oil for Top of",Overcharged - charged more than was agreed on
Terrible experience with the staff and complained to customer service which did nothing,Poor customer service
Very expensive compared to other shops in the area,Price too high
"Went for an oil change, they told me I need it a tire rotation which I found out later on I didn't need it, they told me they had clean windows and vacuum carpet and gave me a receipt as completed but they lied, I needed it air on two tires and I asked twice to make sure , they said all done but didn't",Misinformation about car/service needs given to customer,Vacuuming not done propertly,Tire rotation service issue
Just seemed to take a really long time for an oil change,Service took too long
More expensive than other places in the area,Price too high
"The person who rotated the tires on my vehicle failed to properly tighten the lug nuts on one wheel, then the person in charge failed to check his work to make sure it was done properly before releasing my vehicle to me",Tire rotation service issue
"Ceiling was leaking, wait time was initially estimated at half an hour and it took over an hour for it to be completed",Service took too long
"They suggested to replace a belt which was fine with me but after a little more than 2 hours later could not put new belt on, they had to put the old one back on, they did give me the belt and discount",Employees not knowledgeable,Service took too long
Prices,Price too high
Because your sales person was very demanding,Overselling-Pressure to buy
Try to sell you items you don't need before even looking at the car,Overselling-Pressure to buy
The way the employees treated me from the minute I drove up,Unprofessional employees
A somewhat poor attitude on the part of manager -,Unprofessional employees
I had to go back after I drove all the way home because oil was leaking out of my car,Oil filter issue
I was told that I needed a new battery by the technician and I told him I'd have to do it later as I didn't have the extra money at the time,Misinformation about car/service needs given to customer
My husband services my vehicle for all other maintenance,Other issues
I am an auto mechanic and do my own repairs,Competition-prefer local mechanic
Services offered nobody clean the window no more vacuum a charge for anything extra money,Vacuuming not done propertly,Overcharged - charged more than was agreed on
Awful experience,Poor customer service
"It was expensive, the coukdnt get my filter off and only credited me $2 for no filter",Price too high
High Pressure sales of services with doubtful value,Overselling-Pressure to buy
"Our car is 11 1/2 years old and has 236,000 miles on it",Other issues
I am lucky enough to have a wonderful mechanic that I trust with my vehicle,Competition-prefer local mechanic
"I was told all my fluids were topped off only to find that they never checked the coolant level which I specifically asked them to check due to fact I had just gotten an ""low coolant level"" warning","Fluids not topped off (ie engine coolant, washer fluid)"
"The prices are getting high, I may be able to get it done for less at local shops",Price too high
They replaced a good radiator cap with cheap one that dosen't seal well,Oil cap issue
"Took much longer than was told, then when the car was ready, had to wait another 10 minutes for someone to take my payment",Service took too long
windows  was not washed and they did not vaccum the car,Vacuuming not done propertly
The service was terrible,Poor customer service
I was promised $10 off and didn't get it,Discount/coupon issue
"First of all, I was apprehensive about going to Jiffy Lube because of some experiences of family members and now me",Poor customer service
"$91.00 for oil and a filter?  You got me this time but NEVER again",Price too high
They pulled a computer wire and I had to take my care to the dealer to correct the problem,Interior/Exterior car damage,Competition-prefer dealer
The bait and switch on oil change cost,Untrustworthy\Mistrust
I use the dealer,Competition-prefer dealer
They said they reset the oil change button and didn't,"Oil service light not reset "
"As long as I pick a good time, they will get you in and out of there in a hurry",Other service issues
I do my own service work so that is why I won't take my car to Jiffy Lube for the next oil change or for other service,Other issues
"Was the first person in line, yet was there for about 50 minutes",Service took too long
I am student and oil change here is more expensive,Price too high
"They did not put the bolts back in the plastic cover under my car and on the way home it started dragging on the asphalt, which tore the plastic cover and I had to try to fix it myself while in dress clothes under my dirty car",Interior/Exterior car damage
"They changed the oil however none of the ""perks"" that comes with going to jiffy lube (i",Discount/coupon issue
"When a custumer ask questions ,it is because want to know what is going on with his vehicle , Nobody wants to hear that his vehicle is too old and this the reason , I could not see any oil on the stick but the worst is to hear If I do not want to hear this I have to go to other place to do an oil change , in my place there are four vehicles ",Misinformation about car/service needs given to customer
Prices are higher that the dealer,Competition-prefer dealer,Price too high
"While doing a tire rotation, the technician broke my wheel lock key by using gun to unscrew the wheel lock instead of doing it manually",Interior/Exterior car damage
I had to go back BC a defective part was put on my car when I had my oil changed,Interior/Exterior car damage
Service took too long and I was not notified when my car was ready even though I was sitting in their waiting room,Service took too long
PRICE,Price too high
Was treated very poorly by your manager,Unprofessional employees
The service took entirely too long,Service took too long
Service was unacceptable,Poor customer service
Horrible service - came in for an oil change and was ignored for 30 minutes before being addressed at all,Poor customer service,Service took too long
At least two people in training working on my vehicle,Employees not knowledgeable
My Honda CR-V has been serviced at the dealership for nearly 6 years except for this oil change,Competition-prefer dealer
I paid about $89 for an oil change that would cost me no more than $50 at the Toyota Dealership,Competition-prefer dealer,Price too high
they were unable to replace the air filter,"Air filter "
Expensive considering the service provided,Price too high
"Well, you advertise tire rotation; when I showed up for service, I was told that the lift was to small",Tire rotation service issue
"easy, quick but expensive",Price too high
I didn't get an oil change but I did get a state inspection on the car and was told to the wiper blade needed replacing,Misinformation about car/service needs given to customer
A small recap of my experience,Poor customer service
"After getting my oil changed, my AC started to rattle",Air condition service
The gentlemen at the store were so unprofessional,Unprofessional employees
They failed to install the oil filter correctly causing my car to leak oil on the way home,"Air filter "
JiffyLube is now more expensive than the dealer,Price too high,Competition-prefer dealer
After the mechanic finished with the oil change we were called in to ask what services we wanted,Unprofessional employees
"When my car was pulled in, the owner decided to have a meeting which took some time",Service took too long
"Told me my anti freeze was low offered to ""top it off"" for 5 dollars I declined knowing I had some at home ",Overselling-Pressure to buy
90 minute wait for oil change,Service took too long
"Each time I have gone to Jiffy Lube (regardless of location) the tech's have not reset the ""Change Oil"" message, even though I ask them to remember to","Oil service light not reset "
"Te manager had a horrible personality and treated me like he was doing me a favor and when I told him about his atitud he even called me a bad apple and he said he didnot need my business at all ",Poor customer service
Very expensive compared to same service at other drive in service,Price too high
Technician diden't seem knowledgable,Employees not knowledgeable
The manager was very unfriendly,Unprofessional employees
Out of stock of in cabin air filter,Item out of stock
Cost$,Price too high
Door handle was greasy and windshield a little streaky,Poor customer service
I will return for the convenience but unfortunately I had to wait more than an hour and a half for my van to be serviced for an oil change,Service took too long
The price is high,Price too high
I have a service and mechanical repair warranty with Mini of Honolulu,Competition-prefer other car care chain
Just noticed that my oil cap is missing,Item missing/stolen
Prices are too high,Price too high
Car repairs are done by my car mechanic of 24 years,Competition-prefer local mechanic
"I came there with lights working and left with 5 needing to be replaced ",Misinformation about car/service needs given to customer
The manager of that location has told his employees to not honor the $10 Yelp checkin promo,Discount/coupon issue
Only if the guy at the front would get my right after telling him 3 times,Poor customer service
Was pressed for time & wast given a 20min estimate,Service took too long
They said I had a plate light out and it wasn't out,Misinformation about car/service needs given to customer
I was so disappointed with my oil change I may never go back,Poor customer service
tHE COST OF THE BASIC SERVICE WAS OVER $52,Price too high
When you can't drive your car the next day because they don't fix your car properly,Poor customer service
"The staff is rude and they have bad attitude, I went there to do an oil change and told them I have a coupon and when I paid the bill they didn't put the coupon, when I compared the amount whit the regular price I noticed the coupon wasn't put in, so I came back to the store and told them and one of them said very rude ""just give him 10 dollars cash and thats all""",Unprofessional employees,Discount/coupon issue
they lied to me two times and also lost the plug for my tire!,Untrustworthy\Mistrust,Interior/Exterior car damage
Lack of customer service,Poor customer service
Usually go to the dealership for maintenance,Competition-prefer dealer
Took 45 minutes and I was the only car there,Service took too long
"They were very slow, didn't listen to me, and got engine grime on both front seats and door fabric",Service took too long
Always trying to up sell other services,Overselling-Pressure to buy
I was appalled by the comments of your service tech who reviewed my vehicle,Unprofessional employees
Overpriced for suggested work and also work that is sometimes suggested is not necessary,Price too high
The price of the synthetic oil change went up quite a bit and discounts are no longer offered,Price too high,Discount/coupon issue
Ran my battery dead and tried to tell me I needed a new one,Alignment or Battery service issues
"The day after my oil change, my check engine light came on",Oil or filter not actually replaced
i was servicing  a rental car and my personal car is still under warranty and get service at the dealer,Competition-prefer dealer
The young man I spoke to was not intelligible,Employees not knowledgeable
Customer service was poor,Poor customer service
Even though I came in before closing it took to long to do an oil change and only one person was ahead of me,Service took too long
The tech was not upfront about my wait time,Untrustworthy\Mistrust
They don't stock the parts I need,Item out of stock
"Service was fast, convenient, and reasonably priced",Price too high
The service manger speaks pretty demeaning to women,"Harrassment/discrimination "
I am disappointed now twice in a row as this is the second time they have washed my windows and left them in worse condition than when I arrived,Poor customer service
This is the second time they have not turned my maintenance light off,"Oil service light not reset "
I am a female who doesn't know much about cars and new to my area,Female felt taken advantage of
The service was very good and quick BUT WAY OVER PRICED,Price too high
Well over 2 hours for an oil change,Service took too long
"As I returned my daughter back to college I decited to have the oil changed as well as all the fluids topped off in her vehicle so I thought  1mile down the road the red engine coolent light came on due to low level ! Very frustrating due to the fact that I had just spent 70dollars for oil,air filter and fluid top off","Fluids not topped off (ie engine coolant, washer fluid)"
Have severe oil leak directly after the oil change,Interior/Exterior car damage
They charged me $82 dollars but didn't clean the floors or Windows,Vacuuming not done propertly
The fact that i had oil all over the underside of my brand new truck with rags shoved under the truck that were full of oil,Interior/Exterior car damage
Wait time,Service took too long
I always have the Jeep's differential/transfer case fluids checked and the chassis greased,Poor customer service
"I drive alot, so I use several different companies to change my oil",Competition-prefer other car care chain
The cost of your services are too high in comparison to my dealer,Price too high,Competition-prefer dealer
Pricing is horrible,Price too high
My own vehicle took a long time because the worker forgot to put the air filter back in,"Air filter "
"Actually, I saw the name of the parent company in Missoula,MT and was going to contact them regarding the terrible service I received at their Bozeman facility but found this survey instead",Poor customer service
"Slow service, smelly waiting room, no internet",Service took too long
"Long wait to get the oil changed, no real organization with the employees, and problems with the computer system which made the manager have to call in to get my payment approved",Service took too long,Unprofessional employees
The man who worked on my car was rude and condescending !  Price was outrageous !!!,Price too high,Unprofessional employees
Too expensive,Price too high
"The employees at this location broke an air conditioning vent in my vehicle, effictively forcing it to stay completely shut and making it useless to me",Interior/Exterior car damage
I paid over 130.00 for my AC and for it not to be working again I got sent to another place far from where I went to pay another 57 to get even more bad news,Poor customer service
I hate the push for extra services when clearly know what you need,Overselling-Pressure to buy
Price,Price too high
"I have family that have a car shop and usually do my work, but I have to leave the car for the day",Competition-prefer local mechanic
Did not check or fill tire pressure,Tire rotation service issue
Your employees completely took advantage of my wife on this visit,Female felt taken advantage of
Too expensive,Price too high
"The clerk hastled me, he said my tail light was out and it wasn't, and that my coolant was low, i know it wasn't because I have no leaks and I just had work done on it",Misinformation about car/service needs given to customer
It is way to expensive and they were just not very thorough,Price too high
I showed the guy my 10 dollar off coupon 3 times and he kept saying he would apply it and never did so i never got my 10 dollars off 46 dollars,Discount/coupon issue
My car is now having major engine issues,Interior/Exterior car damage
Cost,Price too high
I was told that I had to use synthetic oil in my 2015 Honda Fit or my warranty would be invalidated,Misinformation about car/service needs given to customer
Slow,Service took too long
"Rudeness ",Unprofessional employees
I have been with Firestone for years,Competition-prefer other car care chain
The fact that I waited for 1.5 hours for an oil change and inspection only to be told I needed new wiper blades,Service took too long
It was terrible,Poor customer service
1) Too expensive compared to other service providers in the area,Price too high
Waited for over an hour for inspection,Service took too long
I was told I needed a new battery,Misinformation about car/service needs given to customer
Told me 30-45 min and I was there for 2 hours,Service took too long
"Lines were long ",Service took too long
They did not honor all on my signature,Discount/coupon issue
Not  fan of Pennzoil products,Other issues
My tire pressure light was on when I went and I asked for them to check my tires,Tire rotation service issue
The price for a oil change is to high,Price too high
The 3 hours  it took them to get to my vehicle check 2 cars that came in after me went in line before me,Service took too long,Later-arriving customers served ahead of me
I have a mechanic I use regularly,Competition-prefer local mechanic
Price,Price too high
Bad experience last time I had an oil change with JL,Poor customer service
Too expensive,Price too high
"I went in with perfectly fine working wind shield wipers and suddenly as I needed an inspection, my right wiper was ripped of from end to end",Interior/Exterior car damage
The price and I think the man that work there got over on me,Price too high
I stopped by to get my oil changed & the service tech said that my brake light & turn signal was out & I asked him if he could replace them and he said yes and I paid for what I thought I was getting,Poor customer service
They never vacuumed the vehicle like they claimed they did and it took 50 minutes despite me being able to pull directly into the garage upon arrival,Vacuuming not done propertly,Service took too long
"I have an independent mechanic, near my home who performs maintenance on our vehicles",Competition-prefer local mechanic
Because of my past experience with Jiffy Lube,Poor customer service
I should clarify I will not be returning to the same location I the future and unsure about Jiffy Lube overall,Poor customer service
Possible change in ownership of this location? Decreased quality of service,Poor customer service
I was the only customer at the time I stopped,Poor customer service
3 tires were over inflated and one was under inflated,Tire rotation service issue
Seemed rushed and a little unwelcome,Poor customer service
Oil light was not reset as they claimed they did as well as they claimed to have vaccumed my vehicle and they did not,"Oil service light not reset ",Vacuuming not done propertly
I have had both good and bad experiences at Jiffy Lube,Poor customer service
They broke my oil dipstick and I found out they never did the radiator flush that I paid for last year,Interior/Exterior car damage
"It's slow as fuck the one on northlake omg ",Service took too long
Oil Change is very high in price compared to other facilities,Price too high
They didn't/don't vacuum cars anymore,Vacuuming not done propertly
Only because of the coupon,Discount/coupon issue
"I had and horrible experience pushy service ,over priced employee doesn't listen to well check engine light and Maintainece light came on after the oil change I would like a refund",Price too high,Poor customer service
"Oil change yes, but high pressure sales techniques for add on services  (albeit extremely professional and highly competent), were a real turn off",Overselling-Pressure to buy
"I was told that I needed a million things done among them, i was told that i had two lights that was blown in the back or the car, and a dead battery",Poor customer service
My check engine light was on before I arrived and they told me that it was not on when they did my rundown at checkout,Poor customer service
The cost of an oil change is ridiculous - $82,Price too high
Excellent service and no pressure to buy anything,Tire rotation service issue
Had tire rotation done - but experiencing vibrations after tire rotation,Tire rotation service issue
The lid to the compartment for the cabin air filter came loose and jammed my glove compartment so I couldn't close it,"Air filter "
I felt the man who talked to me was condescending and rude,Unprofessional employees
"Man at the oil service tried telling me I had a spare tire, which I don't and that why my tire light was on",Misinformation about car/service needs given to customer
"I am undecided about returning, because with only two other vehicles in front of me to be serviced and the station having three working stations",Service took too long
I perform most of my own work,Other issues
I had the cabin filter changed in my 2013 Tacoma and the following happened; The day after I had the work done I opened my glove box and everything fell out on the floor board including the shock absorber that lowers the glove box,"Air filter "
I had just bought my car a month ago and the guy that goes under my hood breaks my air filter for my AC when he tries to take it out and tells me it was already broken,"Air filter "
Didn't like the service and too pricey for the little they did,Price too high
Green caps on the tire stems means nitrogen and the guy starts putting air in my tires,Tire rotation service issue
My car sat in the bay for about 10 minutes and they said it was done,Poor customer service
"Depends on timing, where I am, and at Sears I get free tire rotation which I do every other oil change",Competition-prefer other car care chain
Our company car broke down less than 24 hours after getting the oil change,Poor customer service
"One they were finished and I left they called me and asked me to return, as they forgot to put the air filter on my car","Air filter "
Invoice claimed airfilter was inspected and found to be good,"Air filter "
"I made a specific request for them to check my air conditioning and the rest of my car because I was taking a long trip to Tucson, Arizona, and was charged for freon and something else, yet during my trip the car got really hot",Overcharged - charged more than was agreed on,Poor customer service
Cost,Price too high
I will not return to this Centreville location,Poor customer service
All other maintenance on my car is handled by a local mechanic,Competition-prefer local mechanic
They forgot to check me out and tell me my car was ready,Poor customer service
Adding services I asked to NOT be done to the vehicle to my bill,Didn't get customer prior approval to authorize work/expense
Got a tire rotation and now my car shakes going 50 mph and over,Tire rotation service issue
Service at this location used to be top notch but has declined quite a bit,Poor customer service
Sorry but the cost of the oil and filter change is far too much,Price too high
prices too high,Price too high
Filter seal failed allowing oil on our brick driveway&  garage floor,Oil cap issue
Cost to much,Price too high
I waited for an hour and a half to get a routine oil change,Service took too long
I have a trusted mechanic for major vehicle repairs,Competition-prefer local mechanic
The oil pan shield was not properly screwed back in after the oil change,Drain plug-pan issues
Too expensive,Price too high
Staff did not know what they were doing,Employees not knowledgeable
I wasn't greeted upon arrival,Poor customer service
"I asked for a basic oil change and was charged the most expensive, was told to take my car in for an engine and transmission leak-- which I then did and was told there is nothing wrong with either, and even in dropping off my car had to wait 30 minutes just to drop off my car!",Price too high,Service took too long
Poor service during last visit,Poor customer service
To much hard selling items you don't need or want,Overselling-Pressure to buy
"No detail on work performed ",Poor customer service
"Techs said they cleaned vehicle, it wasn't cleaned",Vacuuming not done propertly
Did not do what i asked for,Poor customer service
Too expensive,Price too high
The technician blocked me from getting out of my car I think he was trying to be funny but I didn't find it that funny,Unprofessional employees
"After I got my oil changed, my car started leaking oil",Poor customer service
Regular maintenance done at Jud Kuhn,Competition-prefer other car care chain
My dad is a mechanic,Competition-prefer local mechanic
I had paid for the lifetime lens cleaning on the headlights and I asked them to clean it and they didn't,Poor customer service
"The service from the staff was good, but the manager  not Miguel was rude",Unprofessional employees
I have a mechanic who takes care of my care,Competition-prefer local mechanic
Too expensive,Price too high
Price is higher than everyone else,Price too high
"I've already sent in my complaint to the corporate office, but I will summarize what happened here",Poor customer service
"When I arrived, the employees were inside fighting, I stood there for 5-7 mins watching before getting out of my car",Poor customer service
I have a dealership prepaid maintenance plan and my vehicles are under warranty,Competition-prefer dealer
"Supervisor/manager didn't supervise his new employee ",Unprofessional employees
"I was charged more for my oil change, even with a 20% off coupon than what I'm normally charged elsewhere",Discount/coupon issue
My fitbit was stolen out of my vehicle,Item missing/stolen
Because I have never paid over $50 for a standard oil change never in my life and I had to pay $75 I think that price is sky-high and I and we searching for an oil change shop that I can pay the amount that I used to pay which is $45,Price too high
This is the second time I am not please with the services on my truck,Poor customer service
Overpriced; Would like more personalized service,Price too high
Too much of a sales pitch,Overselling-Pressure to buy
I will for oil change but not for other routine service,Other issues
"Did not have my filter in stock  2015 f150, the most popular vehicle sold",Item out of stock
the cost of the oil change was very expensive  $164,Price too high
"To many price adjustments, that didn't help",Price too high
Felt a bit too much pressure to choose services,Overselling-Pressure to buy
"I felt like I got ripped off, employee was pushy and didn't explain why I needed all these repairs",Overselling-Pressure to buy
too much money,Price too high
"Took much too long, too much selling, too expensive",Service took too long,Overselling-Pressure to buy,Price too high
